Time (s),X Position,Y Position,Z Position,Travel Distance,Lidar Points,CPU Usage (%),Memory Usage (MB)
311.34,4.963619807314446,-3.8227028040277227,0.0,47.71,-,-,-
-,-,-,-,-,720,-,-
311.39,4.955189394237918,-3.820179287573902,0.0,47.72,-,-,-
311.42,4.946758981161358,-3.8176557711200716,0.0,47.73,-,-,-
311.46,4.938328568084873,-3.815132254666259,0.0,47.74,-,-,-
-,-,-,-,-,720,-,-
311.51,4.929959467103167,-3.812627091059284,0.0,47.75,-,-,-
311.57,4.922034072072795,-3.8102547441077514,0.0,47.75,-,-,-
311.61,4.913951208507638,-3.807838765275233,0.0,47.76,-,-,-
-,-,-,-,-,720,-,-
311.65,4.905514524357315,-3.8053362993736815,0.0,47.77,-,-,-
311.7,4.897076079205607,-3.8028397731160344,0.0,47.78,-,-,-
-,-,-,-,-,720,-,-
311.73,4.888637634053875,-3.800343246858381,0.0,47.79,-,-,-
311.78,4.880349385150379,-3.7978911563789715,0.0,47.8,-,-,-
-,-,-,-,-,720,-,-
311.82,4.872355068690992,-3.7955260262401773,0.0,47.81,-,-,-
311.87,4.864031947618131,-3.7930671408531214,0.0,47.82,-,-,-
311.91,4.855585405893557,-3.7905981730116856,0.0,47.82,-,-,-
-,-,-,-,-,720,-,-
311.96,4.847127419499609,-3.788168693677571,0.0,47.83,-,-,-
311.99,4.83866394557265,-3.785758381547016,0.0,47.84,-,-,-
-,-,-,-,-,720,-,-
312.04,4.830197303375204,-3.783359230354892,0.0,47.85,-,-,-
312.08,4.821720872401608,-3.7809949294021425,0.0,47.86,-,-,-
312.14,4.81364994382236,-3.7787946901825635,0.0,47.87,-,-,-
-,-,-,-,-,720,-,-
312.19,4.805531797563654,-3.776633754666651,0.0,47.88,-,-,-
312.23,4.797017101109948,-3.774411173354486,0.0,47.89,-,-,-
312.28,4.788498269281628,-3.7722044784165796,0.0,47.89,-,-,-
-,-,-,-,-,720,-,-
312.32,4.779979209211763,-3.7699986644036394,0.0,47.9,-,-,-
312.36,4.7714601491419195,-3.767792850390703,0.0,47.91,-,-,-
-,-,-,-,-,720,-,-
312.41,4.763092720188679,-3.765626297756256,0.0,47.92,-,-,-
312.46,4.755022031701572,-3.7635365792177056,0.0,47.93,-,-,-
312.51,4.746619518161399,-3.761364430984431,0.0,47.94,-,-,-
-,-,-,-,-,720,-,-
312.56,4.7380933108984005,-3.759186436720343,0.0,47.95,-,-,-
312.6,4.729555290159464,-3.757055246653217,0.0,47.95,-,-,-
-,-,-,-,-,720,-,-
312.65,4.721004811779055,-3.754974595226029,0.0,47.96,-,-,-
312.69,4.712445426387302,-3.752930855831559,0.0,47.97,-,-,-
312.74,4.703883350481895,-3.750898405122208,0.0,47.98,-,-,-
-,-,-,-,-,720,-,-
312.78,4.695563738569603,-3.7489237765201175,0.0,47.99,-,-,-
312.81,4.687452239857137,-3.7469985428034076,0.0,48.0,-,-,-
-,-,-,-,-,720,-,-
312.86,4.679188343290253,-3.745037138029029,0.0,48.01,-,-,-
312.9,4.670626205760762,-3.74300494688369,0.0,48.02,-,-,-
312.96,4.662396721612092,-3.741051709767372,0.0,48.02,-,-,-
-,-,-,-,-,720,-,-
313.0,4.654285222899627,-3.739126476050654,0.0,48.03,-,-,-
313.04,4.646506377568278,-3.7372801963630207,0.0,48.04,-,-,-
-,-,-,-,-,720,-,-
313.09,4.638783247582267,-3.735447140503087,0.0,48.05,-,-,-
313.12,4.63027682539843,-3.733428173185512,0.0,48.06,-,-,-
-,-,-,-,-,720,-,-
313.17,4.621714687868467,-3.7313959820400564,0.0,48.07,-,-,-
313.21,4.613152550338505,-3.729363790894605,0.0,48.07,-,-,-
313.26,4.604590412808554,-3.7273315997491565,0.0,48.08,-,-,-
-,-,-,-,-,720,-,-
313.3,4.596028275278642,-3.725299408603718,0.0,48.09,-,-,-
313.34,4.58770866336636,-3.723324780001625,0.0,48.1,-,-,-
-,-,-,-,-,720,-,-
313.39,4.5795971646538876,-3.721399546284911,0.0,48.11,-,-,-
313.43,4.571485665941415,-3.7194743125681944,0.0,48.12,-,-,-
313.47,4.563706820610064,-3.7176280328805644,0.0,48.13,-,-,-
-,-,-,-,-,720,-,-
313.53,4.555318383862231,-3.715637068962551,0.0,48.13,-,-,-
313.58,4.546756246332273,-3.713604877817093,0.0,48.14,-,-,-
313.63,4.538436634420104,-3.7116302492150144,0.0,48.15,-,-,-
-,-,-,-,-,720,-,-
313.66,4.530325135707639,-3.7097050154982822,0.0,48.16,-,-,-
313.71,4.522213636995179,-3.7077797817815465,0.0,48.17,-,-,-
-,-,-,-,-,720,-,-
313.75,4.513949870130757,-3.7058178308287584,0.0,48.18,-,-,-
313.79,4.505633645553653,-3.7038290005269014,0.0,48.18,-,-,-
313.84,4.497534622563363,-3.701851991291331,0.0,48.19,-,-,-
-,-,-,-,-,720,-,-
313.88,4.48944750386628,-3.6998268393568527,0.0,48.2,-,-,-
313.93,4.481641748427693,-3.69782268809937,0.0,48.21,-,-,-
-,-,-,-,-,720,-,-
313.96,4.473576977008015,-3.6957102654440313,0.0,48.22,-,-,-
314.01,4.4657017943782895,-3.693631816510062,0.0,48.23,-,-,-
314.06,4.457951419381792,-3.6915820763398717,0.0,48.23,-,-,-
-,-,-,-,-,720,-,-
314.1,4.449450392656445,-3.6893077821847924,0.0,48.24,-,-,-
314.14,4.440961974832152,-3.686986891820835,0.0,48.25,-,-,-
-,-,-,-,-,720,-,-
314.19,4.432816760536476,-3.6847076784252084,0.0,48.26,-,-,-
314.22,4.424384246250391,-3.682293267889976,0.0,48.27,-,-,-
-,-,-,-,-,720,-,-
314.28,4.415938821091942,-3.6798205036202556,0.0,48.28,-,-,-
314.32,4.40750833132511,-3.67729728909669,0.0,48.29,-,-,-
314.36,4.399419950297681,-3.6748239468237047,0.0,48.29,-,-,-
-,-,-,-,-,720,-,-
314.41,4.391462325166539,-3.672338201170829,0.0,48.3,-,-,-
314.44,4.383757079711046,-3.6698809810953574,0.0,48.31,-,-,-
-,-,-,-,-,720,-,-
314.49,4.375911607249108,-3.667326281417681,0.0,48.32,-,-,-
314.53,4.367560303945531,-3.664552204567235,0.0,48.33,-,-,-
314.57,4.35963725815966,-3.661867751880027,0.0,48.34,-,-,-
-,-,-,-,-,720,-,-
314.61,4.351757488253859,-3.659145261217006,0.0,48.35,-,-,-
314.65,4.343894136721304,-3.656375706766546,0.0,48.35,-,-,-
314.7,4.33636919034699,-3.6536749340440307,0.0,48.36,-,-,-
-,-,-,-,-,720,-,-
314.75,4.3292955079372195,-3.651088295456213,0.0,48.37,-,-,-
314.78,4.322351141510648,-3.6485014998388947,0.0,48.38,-,-,-
-,-,-,-,-,720,-,-
314.83,4.315482150487565,-3.6458960724698044,0.0,48.38,-,-,-
314.87,4.309001271067395,-3.64339327681479,0.0,48.39,-,-,-
314.91,4.302535471479891,-3.640851777288327,0.0,48.4,-,-,-
-,-,-,-,-,720,-,-
314.96,4.29640233020481,-3.638398875076086,0.0,48.4,-,-,-
315.0,4.289507475398548,-3.63559226092818,0.0,48.41,-,-,-
-,-,-,-,-,720,-,-
315.05,4.281522819823426,-3.632287149409572,0.0,48.42,-,-,-
315.08,4.274455088753026,-3.629312514417735,0.0,48.43,-,-,-
-,-,-,-,-,720,-,-
315.13,4.267642348025375,-3.626396643979919,0.0,48.44,-,-,-
315.18,4.260847162799655,-3.623440092884391,0.0,48.44,-,-,-
315.22,4.254467149648749,-3.620618770035545,0.0,48.45,-,-,-
-,-,-,-,-,720,-,-
315.26,4.248130262660137,-3.6177710257630107,0.0,48.46,-,-,-
315.31,4.241857249635195,-3.614904746231781,0.0,48.46,-,-,-
315.35,4.234286624929905,-3.6113695993251267,0.0,48.47,-,-,-
-,-,-,-,-,720,-,-
315.39,4.226355704640836,-3.607556541705143,0.0,48.48,-,-,-
315.44,4.2184814034082825,-3.603627969270978,0.0,48.49,-,-,-
-,-,-,-,-,720,-,-
315.48,4.211199970457078,-3.5998379717679114,0.0,48.5,-,-,-
315.52,4.2042763748012195,-3.596088624712995,0.0,48.51,-,-,-
315.56,4.197402605644359,-3.592248636161848,0.0,48.51,-,-,-
-,-,-,-,-,720,-,-
315.61,4.190079386003263,-3.588060594382257,0.0,48.52,-,-,-
315.65,4.182470609221122,-3.583639476698946,0.0,48.53,-,-,-
-,-,-,-,-,720,-,-
315.69,4.174943506128126,-3.5792054955038997,0.0,48.54,-,-,-
315.74,4.167999664494675,-3.575059195779646,0.0,48.55,-,-,-
-,-,-,-,-,720,-,-
315.79,4.161263891878056,-3.570981931308654,0.0,48.56,-,-,-
315.83,4.154552617260077,-3.5668644671240752,0.0,48.56,-,-,-
315.87,4.147866080553404,-3.5627069504158055,0.0,48.57,-,-,-
-,-,-,-,-,720,-,-
315.92,4.1408369246525485,-3.558277828103671,0.0,48.58,-,-,-
315.97,4.133810206743358,-3.553791408082767,0.0,48.59,-,-,-
-,-,-,-,-,720,-,-
316.02,4.127097360711914,-3.5494489791090578,0.0,48.6,-,-,-
316.07,4.120512156962675,-3.5451327527607037,0.0,48.6,-,-,-
316.12,4.113330119257908,-3.540363274404599,0.0,48.61,-,-,-
-,-,-,-,-,720,-,-
316.15,4.106187787030904,-3.5355586397310437,0.0,48.62,-,-,-
316.19,4.100244146780991,-3.5314950478555707,0.0,48.63,-,-,-
-,-,-,-,-,720,-,-
316.24,4.095655279567975,-3.5282853903858213,0.0,48.63,-,-,-
316.28,4.092409392547988,-3.525947891894999,0.0,48.64,-,-,-
316.32,4.090485525997556,-3.5245131183655256,0.0,48.64,-,-,-
-,-,-,-,-,720,-,-
316.37,4.089805399077853,-3.5239857780883717,0.0,48.64,-,-,-
316.41,4.089446950628747,-3.5236924887968564,0.0,48.64,-,-,-
-,-,-,-,-,720,-,-
316.45,4.088838565089842,-3.5231652900106223,0.0,48.64,-,-,-
316.5,4.088431918498235,-3.522796392920523,0.0,48.64,-,-,-
316.54,4.088121984195885,-3.5224918668544567,0.0,48.64,-,-,-
-,-,-,-,-,720,-,-
316.58,4.08780335095094,-3.522155768202124,0.0,48.64,-,-,-
316.62,4.087498145677786,-3.521807434467044,0.0,48.64,-,-,-
316.67,4.0872071134525765,-3.5214471750068936,0.0,48.64,-,-,-
-,-,-,-,-,720,-,-
316.71,4.086783754034783,-3.520874244431272,0.0,48.65,-,-,-
316.75,4.086261131246641,-3.5201095144400156,0.0,48.65,-,-,-
-,-,-,-,-,720,-,-
316.8,4.085688070483464,-3.51919070239507,0.0,48.65,-,-,-
316.85,4.084998313297443,-3.517984628294049,0.0,48.65,-,-,-
316.89,4.08435733794376,-3.5167519359928745,0.0,48.65,-,-,-
-,-,-,-,-,720,-,-
316.94,4.083766169846128,-3.515494597535968,0.0,48.65,-,-,-
316.98,4.083118301210867,-3.5139583541112325,0.0,48.65,-,-,-
-,-,-,-,-,720,-,-
317.03,4.082629503660497,-3.512657793974734,0.0,48.65,-,-,-
317.07,4.082193105629724,-3.511338727458442,0.0,48.66,-,-,-
-,-,-,-,-,720,-,-
317.12,4.081809805262732,-3.510003264788638,0.0,48.66,-,-,-
317.17,4.0815673224055375,-3.5090275242400875,0.0,48.66,-,-,-
317.21,4.081562640461295,-3.509006136010339,0.0,48.66,-,-,-
-,-,-,-,-,720,-,-
317.24,4.0815626404612795,-3.5090061360102442,0.0,48.66,-,-,-
317.3,4.081562640461276,-3.5090061360102194,0.0,48.66,-,-,-
317.34,4.081562640461275,-3.509006136010205,0.0,48.66,-,-,-
-,-,-,-,-,720,-,-
317.39,4.081562640461275,-3.509006136010191,0.0,48.66,-,-,-
317.43,4.081562640461275,-3.509006136010184,0.0,48.66,-,-,-
-,-,-,-,-,720,-,-
317.46,4.081562640461275,-3.509006136010184,0.0,48.66,-,-,-
317.5,4.081562640461275,-3.509006136010184,0.0,48.66,-,-,-
-,-,-,-,-,720,-,-
317.55,4.081562640461275,-3.509006136010184,0.0,48.66,-,-,-
317.59,4.081669964949697,-3.5083752215506667,0.0,48.66,-,-,-
317.64,4.082121061562823,-3.506181259593678,0.0,48.66,-,-,-
-,-,-,-,-,720,-,-
317.68,4.083040602717658,-3.502453243461927,0.0,48.67,-,-,-
317.72,4.084551392051302,-3.4972276146809427,0.0,48.67,-,-,-
-,-,-,-,-,720,-,-
317.77,4.086773969148587,-3.490548155921357,0.0,48.68,-,-,-
317.82,4.089779397504267,-3.4825849918201515,0.0,48.69,-,-,-
317.85,4.093210073614438,-3.474481897560608,0.0,48.69,-,-,-
-,-,-,-,-,720,-,-
317.9,4.0969620428938285,-3.4665224753656223,0.0,48.7,-,-,-
317.95,4.101029302991978,-3.4587194586127596,0.0,48.71,-,-,-
-,-,-,-,-,720,-,-
318.0,4.105405347160371,-3.4510853304642595,0.0,48.72,-,-,-
318.04,4.110083174661222,-3.4436323038975387,0.0,48.73,-,-,-
318.07,4.1150553019695835,-3.436372302163339,0.0,48.74,-,-,-
-,-,-,-,-,720,-,-
318.12,4.120313774741895,-3.429316939716655,0.0,48.75,-,-,-
318.16,4.12585018054347,-3.4224775036323343,0.0,48.76,-,-,-
318.21,4.131655662306057,-3.415864935549114,0.0,48.77,-,-,-
-,-,-,-,-,720,-,-
318.26,4.1373303662797,-3.409894625260856,0.0,48.77,-,-,-
318.3,4.142980947499801,-3.4044121468687343,0.0,48.78,-,-,-
-,-,-,-,-,720,-,-
318.34,4.148846249518157,-3.399160016855249,0.0,48.79,-,-,-
318.38,4.154916889102732,-3.39414663750803,0.0,48.8,-,-,-
318.43,4.161183154525204,-3.389380029164561,0.0,48.81,-,-,-
-,-,-,-,-,720,-,-
318.48,4.167635021097631,-3.3848678173813647,0.0,48.81,-,-,-
318.52,4.174550862204239,-3.3804340869560487,0.0,48.82,-,-,-
-,-,-,-,-,720,-,-
318.56,4.181575296595873,-3.3763125537071357,0.0,48.83,-,-,-
318.6,4.187856814668418,-3.3729596463910445,0.0,48.84,-,-,-
-,-,-,-,-,720,-,-
318.64,4.1953322552338825,-3.3693508898458333,0.0,48.84,-,-,-
318.69,4.203401328225987,-3.365840941669739,0.0,48.85,-,-,-
318.74,4.211284983930387,-3.3627786063886402,0.0,48.86,-,-,-
-,-,-,-,-,720,-,-
318.77,4.21882035706871,-3.3601956267967448,0.0,48.87,-,-,-
318.81,4.226807837167272,-3.3578094517547536,0.0,48.88,-,-,-
318.87,4.234884349685282,-3.355744599409052,0.0,48.89,-,-,-
-,-,-,-,-,720,-,-
318.91,4.24303697392516,-3.354004373083052,0.0,48.89,-,-,-
318.95,4.251252667427308,-3.3525915567676354,0.0,48.9,-,-,-
-,-,-,-,-,720,-,-
318.99,4.25958186905771,-3.3515011114121815,0.0,48.91,-,-,-
319.04,4.268345431258642,-3.3507076048255375,0.0,48.92,-,-,-
-,-,-,-,-,720,-,-
319.08,4.277133715344459,-3.350265181976964,0.0,48.93,-,-,-
319.13,4.285370158126338,-3.350176410199945,0.0,48.94,-,-,-
319.16,4.293239845242049,-3.350410209573897,0.0,48.95,-,-,-
-,-,-,-,-,720,-,-
319.21,4.301030123017119,-3.3509530473997917,0.0,48.95,-,-,-
319.25,4.307584296008271,-3.3516697882809705,0.0,48.96,-,-,-
319.29,4.312522843979168,-3.3524077109140875,0.0,48.96,-,-,-
-,-,-,-,-,720,-,-
319.34,4.315858386198952,-3.3530322565031745,0.0,48.97,-,-,-
319.38,4.3176095261615846,-3.3534202608992625,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
319.42,4.317908693242204,-3.3534943610235817,0.0,48.97,-,-,-
319.47,4.3179086932420665,-3.3534943610235426,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
319.51,4.317908693241921,-3.353494361023497,0.0,48.97,-,-,-
319.55,4.317908693241782,-3.353494361023451,0.0,48.97,-,-,-
319.6,4.317908693241642,-3.353494361023401,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
319.63,4.317908693241498,-3.3534943610233476,0.0,48.97,-,-,-
319.68,4.317908693241354,-3.3534943610232926,0.0,48.97,-,-,-
319.72,4.3179086932412085,-3.3534943610232353,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
319.76,4.317908693241065,-3.3534943610231767,0.0,48.97,-,-,-
319.8,4.317908693240972,-3.3534943610231394,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
319.84,4.317908693240958,-3.353494361023134,0.0,48.97,-,-,-
319.89,4.317908693240944,-3.3534943610231287,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
319.93,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
319.97,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
320.01,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
320.05,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
320.09,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
320.14,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
320.18,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
320.22,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
320.26,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
320.3,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
320.34,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
320.38,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
320.43,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
320.47,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
320.51,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
320.55,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
320.59,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
320.63,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
320.68,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
320.72,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
320.76,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
320.8,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
320.84,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
320.88,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
320.92,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
320.96,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
321.01,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
321.04,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
321.09,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
321.13,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
321.17,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
321.21,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
321.25,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
321.29,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
321.34,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
321.38,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
321.42,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
321.46,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
321.51,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
321.55,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
321.59,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
321.63,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
321.68,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
321.72,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
321.76,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
321.8,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
321.84,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
321.89,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
321.93,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
321.98,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
322.02,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
322.07,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
322.12,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
322.16,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
322.19,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
322.24,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
322.28,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
322.33,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
322.37,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
322.41,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
322.46,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
322.5,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
322.55,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
322.6,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
322.64,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
322.68,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
322.72,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
322.77,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
322.81,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
322.85,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
322.89,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
322.94,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
322.98,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
323.02,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
323.06,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
323.11,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
323.15,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
323.19,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
323.24,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
323.28,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
323.32,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
323.36,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
323.4,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
323.45,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
323.49,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
323.53,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
323.58,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
323.62,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
323.66,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
323.7,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
323.74,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
323.79,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
323.82,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
323.87,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
323.91,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
323.96,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
324.0,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
324.04,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
324.08,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
324.12,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
324.17,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
324.21,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
324.25,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
324.29,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
324.33,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
324.37,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
324.41,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
324.46,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
324.5,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
324.54,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
324.58,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
324.62,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
324.66,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
324.7,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
324.75,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
324.79,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
324.83,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
324.88,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
324.92,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
324.96,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
325.0,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
325.04,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
325.09,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
325.13,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
325.18,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
325.22,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
325.27,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
325.31,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
325.35,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
325.39,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
325.43,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
325.48,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
325.52,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
-,-,-,-,-,720,-,-
325.56,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
325.6,4.31790869324093,-3.3534943610231234,0.0,48.97,-,-,-
