Time (s),X Position,Y Position,Z Position,Speed (m/s),Acceleration (m/s²),Obstacle Distance (m),Rotation Angle (deg),LiDAR Points
1742215529.31,5.3289671866534505,-6.190617206861925,0.0,0.23,1.64,0.75,-168.52,720
1742215529.35,5.3205524338896115,-6.192323997878027,0.0,0.19,-0.98,0.75,-168.57,720
1742215529.4,5.311924148608078,-6.19405391023579,0.0,0.2,0.33,0.76,-168.79,720
1742215529.44,5.303287877287778,-6.195743492135443,0.0,0.19,-0.28,0.76,-169.04,720
1742215529.48,5.29498250294573,-6.197343582961636,0.0,0.23,0.99,0.76,-169.12,720
1742215529.53,5.286795584366076,-6.198917527178125,0.0,0.15,-1.35,0.76,-169.12,720
1742215529.57,5.278272283091008,-6.200552702127078,0.0,0.23,2.08,0.76,-169.19,720
1742215529.61,5.2696251662750635,-6.202185870848972,0.0,0.23,0.09,0.76,-169.45,720
1742215529.65,5.260969507965353,-6.203773132316067,0.0,0.21,-0.58,0.74,-169.75,720
1742215529.7,5.252307987022921,-6.205328132082869,0.0,0.18,-0.68,0.74,-169.87,720
1742215529.74,5.2436450423053715,-6.206875189882227,0.0,0.24,1.93,0.73,-169.89,720
1742215529.78,5.2349795322745125,-6.208407791805307,0.0,0.24,-0.18,0.73,-170.08,720
1742215529.82,5.2263069826670385,-6.209899992660486,0.0,0.18,-1.16,0.74,-170.41,720
1742215529.86,5.217626259553053,-6.211343911828025,0.0,0.22,0.88,0.74,-170.68,720
1742215529.91,5.208941096322059,-6.212760924173,0.0,0.21,-0.28,0.74,-170.76,720
1742215529.95,5.200409748165313,-6.2141479769537975,0.0,0.2,-0.1,0.74,-170.78,720
1742215529.99,5.192178908001014,-6.215473181321839,0.0,0.21,0.13,0.74,-170.92,720
1742215530.04,5.18369947653962,-6.216822415449194,0.0,0.18,-0.52,0.73,-171.01,720
1742215530.08,5.175004844937782,-6.218180079108272,0.0,0.22,0.89,0.73,-171.27,720
1742215530.13,5.166302902379119,-6.21949002756036,0.0,0.18,-0.75,0.73,-171.61,720
1742215530.16,5.157656647763807,-6.220738927613267,0.0,0.24,1.56,0.73,-171.95,720
1742215530.21,5.1493984521417016,-6.221881264800591,0.0,0.16,-1.54,0.73,-172.3,720
1742215530.26,5.140886419100915,-6.2230065549692775,0.0,0.21,1.17,0.73,-172.64,720
1742215530.29,5.132494877093623,-6.224065494239277,0.0,0.22,0.38,0.73,-172.98,720
1742215530.34,5.124217521068976,-6.225059529660989,0.0,0.19,-0.72,0.73,-173.32,720
1742215530.38,5.115778713216441,-6.226021507256527,0.0,0.18,-0.11,0.72,-173.67,720
1742215530.43,5.107029582107027,-6.226966215714543,0.0,0.2,0.27,0.72,-174.01,720
1742215530.47,5.098615116864566,-6.2278241809397406,0.0,0.19,-0.19,0.72,-174.35,720
1742215530.51,5.0903163570303045,-6.228619991464695,0.0,0.21,0.64,0.73,-174.69,720
1742215530.55,5.081672442416874,-6.2293965163423355,0.0,0.24,0.76,0.73,-175.04,720
1742215530.6,5.072903221991647,-6.230131732211508,0.0,0.17,-1.31,0.72,-175.38,720
1742215530.64,5.064129762515352,-6.230814504544557,0.0,0.21,0.8,0.72,-175.72,720
1742215530.68,5.055352377619085,-6.231444808933936,0.0,0.21,0.09,0.72,-176.06,720
1742215530.73,5.046571381074355,-6.232022622847718,0.0,0.2,-0.37,0.72,-176.41,720
1742215530.77,5.037787086781298,-6.232547925630396,0.0,0.23,1.04,0.72,-176.75,720
1742215530.81,5.028999808758452,-6.233020698503577,0.0,0.2,-0.82,0.73,-177.09,720
1742215530.86,5.020209861130839,-6.233440924566716,0.0,0.2,0.02,0.73,-177.43,720
1742215530.9,5.011417558118898,-6.233808588797696,0.0,0.2,0.06,0.72,-177.78,720
1742215530.94,5.002964898292221,-6.234111691912956,0.0,0.2,-0.07,0.72,-178.12,720
1742215530.99,4.9941974442105606,-6.2343732724098535,0.0,0.18,-0.33,0.72,-178.46,720
1742215531.03,4.985399961154231,-6.234583179803575,0.0,0.21,0.75,0.72,-178.8,720
1742215531.08,4.976601380325033,-6.234740484070679,0.0,0.18,-0.75,0.72,-179.15,720
1742215531.12,4.967802016252042,-6.234845179587896,0.0,0.24,1.77,0.73,-179.49,720
1742215531.16,4.959002183492331,-6.234897262612602,0.0,0.21,-0.75,0.73,-179.83,720
1742215531.21,4.950544090942642,-6.234897007698843,0.0,0.17,-0.78,0.73,179.83,720
1742215531.24,4.942207413294775,-6.234846659174088,0.0,0.22,1.36,0.73,179.48,720
1742215531.28,4.9337145693204905,-6.234744286852938,0.0,0.22,-0.1,0.73,179.14,720
1742215531.33,4.924916007550972,-6.234585920097466,0.0,0.19,-0.67,0.72,178.8,720
1742215531.37,4.916118549906555,-6.234374950348322,0.0,0.24,1.55,0.72,178.45,720
1742215531.41,4.907756839596826,-6.2341244679122765,0.0,0.18,-1.35,0.72,178.11,720
1742215531.46,4.899425391828039,-6.2338249562194985,0.0,0.19,0.23,0.72,177.77,720
1742215531.5,4.8910958837282985,-6.233475636889236,0.0,0.2,0.25,0.72,177.43,720
1742215531.54,4.882768613058401,-6.233076522408852,0.0,0.18,-0.47,0.73,177.08,720
1742215531.58,4.874102492913889,-6.232608962393804,0.0,0.22,1.08,0.73,176.74,720
1742215531.63,4.865318262118779,-6.2320825988506225,0.0,0.21,-0.36,0.73,176.4,720
1742215531.67,4.856537335412897,-6.231503724574919,0.0,0.21,0.02,0.73,176.06,720
1742215531.72,4.847760026694257,-6.230872360260125,0.0,0.18,-0.48,0.73,175.71,720
1742215531.75,4.8389866497314555,-6.230188528476059,0.0,0.23,1.09,0.74,175.37,720
1742215531.79,4.830217653548705,-6.229450682532024,0.0,0.22,-0.25,0.74,174.99,720
1742215531.84,4.8214550470563475,-6.228640679989928,0.0,0.17,-0.83,0.74,174.42,720
1742215531.88,4.812702287674057,-6.227730675462408,0.0,0.25,2.31,0.73,173.68,720
1742215531.93,4.803963800467252,-6.226692820651899,0.0,0.19,-1.45,0.73,172.75,720
1742215531.97,4.795244636449269,-6.225503660213005,0.0,0.2,0.24,0.74,171.72,720
1742215532.01,4.786885958306817,-6.224211332923756,0.0,0.2,0.02,0.74,170.69,720
1742215532.06,4.778671417898083,-6.222789222275969,0.0,0.18,-0.46,0.74,169.66,720
1742215532.1,4.770483705694081,-6.2212200053765905,0.0,0.24,1.98,0.74,168.64,720
1742215532.14,4.76226289853864,-6.2194906742150255,0.0,0.21,-0.88,0.74,167.62,720
1742215532.19,4.753682993506312,-6.217535245209114,0.0,0.17,-0.76,0.73,166.74,720
1742215532.22,4.745130810063774,-6.215461793899783,0.0,0.25,2.12,0.73,166.04,720
1742215532.27,4.73693231145233,-6.213382448131232,0.0,0.2,-1.09,0.73,165.52,720
1742215532.32,4.729287344491845,-6.211382229638341,0.0,0.14,-1.05,0.73,165.16,720
1742215532.36,4.7213180043280065,-6.209245047858016,0.0,0.22,2.05,0.73,164.82,720
1742215532.4,4.712831962707352,-6.2069154842007,0.0,0.22,-0.04,0.74,164.48,720
1742215532.44,4.704689081843416,-6.204627948216807,0.0,0.2,-0.39,0.74,164.14,720
1742215532.49,4.697005159231504,-6.202419708073962,0.0,0.18,-0.37,0.74,163.79,720
1742215532.53,4.689450991117191,-6.200199513846062,0.0,0.18,-0.1,0.73,163.45,720
1742215532.58,4.681549092739915,-6.197825081146595,0.0,0.18,0.07,0.73,163.11,720
1742215532.62,4.673136474124443,-6.195242908175717,0.0,0.21,0.55,0.75,162.77,720
1742215532.66,4.664739444458061,-6.192610483053631,0.0,0.2,-0.06,0.75,162.42,720
1742215532.71,4.656683847398593,-6.1900323663654016,0.0,0.2,-0.04,0.75,162.08,720
1742215532.74,4.648759156209983,-6.187443544482086,0.0,0.24,1.18,0.74,161.74,720
1742215532.78,4.641086453191005,-6.184886521523412,0.0,0.2,-0.99,0.74,161.4,720
1742215532.83,4.6336317940589815,-6.182352201982716,0.0,0.14,-1.08,0.74,161.05,720
1742215532.87,4.626192420643304,-6.179773356991035,0.0,0.2,1.56,0.74,160.71,720
1742215532.92,4.619673494366283,-6.177470643867622,0.0,0.16,-1.05,0.74,160.37,720
1742215532.96,4.613209971168887,-6.175142944945594,0.0,0.18,0.48,0.75,160.02,720
1742215533.0,4.6066876862954445,-6.172750125650619,0.0,0.18,-0.0,0.75,159.68,720
1742215533.04,4.600500000718336,-6.170438265282905,0.0,0.16,-0.4,0.76,159.34,720
1742215533.08,4.59443967496464,-6.168132335402019,0.0,0.16,0.14,0.76,159.0,720
1742215533.12,4.587500327076707,-6.165437631010377,0.0,0.18,0.42,0.76,158.54,720
1742215533.16,4.579415079229482,-6.16221010392024,0.0,0.23,1.12,0.75,157.91,720
1742215533.2,4.57142865348492,-6.158905023335085,0.0,0.21,-0.42,0.75,157.09,720
1742215533.25,4.5634638323353425,-6.155458253762971,0.0,0.18,-0.57,0.77,156.1,720
1742215533.29,4.55545088675734,-6.151820860894855,0.0,0.21,0.8,0.77,155.07,720
1742215533.33,4.5475044699910745,-6.148040333907726,0.0,0.23,0.37,0.77,154.04,720
1742215533.37,4.539798257081142,-6.144204966323706,0.0,0.18,-1.0,0.77,153.04,720
1742215533.42,4.533123131489601,-6.140745669232342,0.0,0.18,0.14,0.77,152.19,720
1742215533.46,4.526589312186262,-6.137249314608595,0.0,0.17,-0.32,0.76,151.53,720
1742215533.5,4.519597622491051,-6.133417150837293,0.0,0.2,0.71,0.76,151.05,720
1742215533.54,4.512694202705186,-6.129571477881594,0.0,0.17,-0.58,0.76,150.71,720
1742215533.58,4.505672184281809,-6.12560331673352,0.0,0.22,1.28,0.75,150.34,720
1742215533.63,4.498043973146018,-6.121215851637831,0.0,0.19,-0.56,0.75,149.82,720
1742215533.67,4.490463518276729,-6.11674643177448,0.0,0.19,-0.14,0.76,149.11,720
1742215533.71,4.482946307817981,-6.112171502319528,0.0,0.22,0.78,0.76,148.21,720
1742215533.76,4.475874868258812,-6.107702271995871,0.0,0.18,-0.82,0.76,147.19,720
1742215533.8,4.468778023398997,-6.103036223893949,0.0,0.2,0.37,0.76,146.19,720
1742215533.85,4.4615041560735555,-6.098083502270707,0.0,0.2,0.16,0.76,145.34,720
1742215533.89,4.454295952385994,-6.093035637424363,0.0,0.19,-0.23,0.76,144.68,720
1742215533.94,4.447138244609882,-6.087916382624867,0.0,0.18,-0.2,0.76,144.2,720
1742215533.98,4.440019154194978,-6.082743552819692,0.0,0.19,0.14,0.76,143.76,720
1742215534.02,4.433148399489631,-6.077653650517084,0.0,0.22,0.8,0.77,143.14,720
1742215534.06,4.426387501845144,-6.072512808824361,0.0,0.21,-0.35,0.77,142.37,720
1742215534.11,4.419449546760189,-6.06709950019989,0.0,0.19,-0.28,0.78,141.71,720
1742215534.15,4.412572457578525,-6.061609057201758,0.0,0.23,1.03,0.78,141.12,720
1742215534.2,4.406008294827634,-6.056275108451043,0.0,0.18,-1.21,0.78,140.71,720
1742215534.23,4.399571674729869,-6.050976745411774,0.0,0.26,2.76,0.77,140.37,720
1742215534.27,4.393046705889988,-6.045539497900117,0.0,0.19,-1.65,0.77,140.03,720
1742215534.32,4.386319857059069,-6.039865938695566,0.0,0.19,-0.04,0.78,139.68,720
1742215534.36,4.379627050172629,-6.034152261663903,0.0,0.23,1.04,0.78,139.34,720
1742215534.4,4.373227052212322,-6.0286224012901855,0.0,0.21,-0.46,0.78,139.0,720
1742215534.45,4.366951677666126,-6.023134013231404,0.0,0.17,-0.75,0.77,138.66,720
1742215534.49,4.3607092298727474,-6.0176082033605836,0.0,0.2,0.68,0.77,138.31,720
1742215534.53,4.354499931985598,-6.0120451692129615,0.0,0.2,-0.12,0.77,137.97,720
1742215534.58,4.348577109595878,-6.006674958213813,0.0,0.17,-0.56,0.78,137.63,720
1742215534.62,4.342225310575533,-6.000845358005502,0.0,0.19,0.57,0.78,137.29,720
1742215534.66,4.335777427150278,-5.9948566545919295,0.0,0.21,0.47,0.78,136.94,720
1742215534.7,4.329479387484616,-5.988937001476048,0.0,0.22,0.2,0.78,136.6,720
1742215534.75,4.323438113091304,-5.983191935923268,0.0,0.19,-0.71,0.78,136.3,720
1742215534.79,4.317418281734445,-5.977424394057253,0.0,0.17,-0.41,0.78,136.18,720
1742215534.84,4.3111566993393735,-5.971414979859581,0.0,0.2,0.62,0.78,136.18,720
1742215534.88,4.304807652970338,-5.965321572755378,0.0,0.21,0.22,0.78,136.18,720
1742215534.93,4.298638445617784,-5.959400763593752,0.0,0.19,-0.43,0.78,136.18,720
1742215534.97,4.292623559584052,-5.953628062126677,0.0,0.17,-0.3,0.77,136.18,720
1742215535.01,4.286788512566743,-5.948027958602119,0.0,0.22,1.18,0.77,136.18,720
1742215535.06,4.281107786868286,-5.942575962772152,0.0,0.17,-1.08,0.77,136.18,720
1742215535.1,4.275427061169837,-5.9371239669421865,0.0,0.19,0.55,0.79,136.18,720
1742215535.14,4.269607810823544,-5.931539024048321,0.0,0.19,-0.06,0.79,136.18,720
1742215535.18,4.263438603471909,-5.9256182148875345,0.0,0.21,0.62,0.78,136.18,720
1742215535.23,4.257423717438096,-5.91984551342037,0.0,0.19,-0.49,0.78,136.18,720
1742215535.27,4.251408831404377,-5.914072811953281,0.0,0.2,0.24,0.78,136.18,720
1742215535.31,4.245707448521193,-5.9086009906835555,0.0,0.2,0.04,0.79,136.18,720
1742215535.35,4.24002672282275,-5.903148994853573,0.0,0.21,0.11,0.79,136.18,720
1742215535.39,4.2339401442089,-5.897307487450617,0.0,0.2,-0.13,0.79,136.18,720
1742215535.43,4.227770936856731,-5.891386678289309,0.0,0.21,0.23,0.79,136.18,720
1742215535.47,4.221756050822904,-5.885613976822096,0.0,0.2,-0.31,0.79,136.18,720
1742215535.52,4.215787339671633,-5.879885591042776,0.0,0.19,-0.19,0.8,136.18,720
1742215535.56,4.210106613973087,-5.874433595212671,0.0,0.19,-0.0,0.8,136.18,720
1742215535.6,4.2044258882746615,-5.868981599382672,0.0,0.21,0.57,0.8,136.18,720
1742215535.64,4.198341634949242,-5.863137671028801,0.0,0.17,-0.77,0.8,136.1,720
1742215535.68,4.192012516583502,-5.8570235782898665,0.0,0.24,1.79,0.8,135.85,720
1742215535.72,4.185828881237967,-5.85098451788698,0.0,0.21,-0.66,0.8,135.5,720
1742215535.76,4.179899676121347,-5.845123864692278,0.0,0.21,0.05,0.8,135.16,720
1742215535.8,4.174005617310855,-5.8392278660561034,0.0,0.2,-0.4,0.8,134.82,720
1742215535.85,4.168386999570185,-5.8335401489463585,0.0,0.18,-0.38,0.8,134.48,720
1742215535.89,4.162360889784021,-5.8273744610135605,0.0,0.2,0.6,0.8,134.24,720
1742215535.93,4.1562253523738235,-5.821066119357993,0.0,0.22,0.49,0.8,134.19,720
1742215535.97,4.15026513410694,-5.814934977645446,0.0,0.21,-0.26,0.8,134.19,720
1742215536.02,4.144454009344466,-5.808957205048417,0.0,0.17,-0.84,0.8,134.19,720
1742215536.06,4.138881199395172,-5.803224581509074,0.0,0.19,0.34,0.8,134.19,720
1742215536.1,4.1333929148973505,-5.797578907389705,0.0,0.19,0.05,0.8,134.19,720
1742215536.14,4.12777079843586,-5.79179556335654,0.0,0.2,0.16,0.81,134.19,720
1742215536.19,4.121746012116344,-5.785598001948696,0.0,0.18,-0.41,0.81,134.19,720
1742215536.23,4.115934887353895,-5.779620229351629,0.0,0.21,0.99,0.81,134.19,720
1742215536.28,4.11012376259146,-5.773642456754567,0.0,0.19,-0.54,0.8,134.19,720
1742215536.33,4.10431263782903,-5.767664684157501,0.0,0.17,-0.47,0.8,134.19,720
1742215536.36,4.098610691773918,-5.761799221227052,0.0,0.23,1.96,0.81,134.19,720
1742215536.4,4.092988575312487,-5.756015877193889,0.0,0.21,-0.67,0.81,134.19,720
1742215536.44,4.086854610285744,-5.749706006119454,0.0,0.2,-0.19,0.81,134.19,720
1742215536.49,4.080958960071866,-5.743641284102376,0.0,0.2,0.02,0.81,134.19,720
1742215536.53,4.075147835309467,-5.737663511505279,0.0,0.2,0.01,0.81,134.19,720
1742215536.57,4.06944588925439,-5.7317980485748015,0.0,0.18,-0.54,0.8,134.19,720
1742215536.62,4.063695751596604,-5.725880781835842,0.0,0.19,0.29,0.8,134.15,720
1742215536.66,4.057577154103213,-5.719556015564373,0.0,0.22,0.68,0.8,133.93,720
1742215536.7,4.051491063221031,-5.713199973654217,0.0,0.19,-0.59,0.8,133.59,720
1742215536.74,4.045741644170916,-5.707123369228867,0.0,0.2,0.37,0.8,133.24,720
1742215536.78,4.040048262387671,-5.70103336651546,0.0,0.22,0.3,0.8,132.9,720
1742215536.83,4.0344974555065525,-5.6950246903435415,0.0,0.17,-1.01,0.8,132.56,720
1742215536.87,4.0291895333607055,-5.689209135270866,0.0,0.2,0.76,0.8,132.22,720
1742215536.92,4.023664263991326,-5.683081384705506,0.0,0.18,-0.37,0.8,131.87,720
1742215536.95,4.0178053972418,-5.676515292037376,0.0,0.25,1.93,0.8,131.64,720
1742215537.0,4.012005225542895,-5.669982628099159,0.0,0.2,-1.19,0.81,131.59,720
1742215537.04,4.0064716356544805,-5.663747059225647,0.0,0.2,0.19,0.81,131.59,720
1742215537.08,4.000938045766179,-5.657511490352253,0.0,0.21,0.19,0.79,131.59,720
1742215537.13,3.9951775227980253,-5.651020200169976,0.0,0.19,-0.53,0.79,131.59,720
1742215537.16,3.9893365112491814,-5.644438210803538,0.0,0.23,1.28,0.79,131.59,720
1742215537.2,3.9834954997003105,-5.637856221437064,0.0,0.23,-0.11,0.8,131.59,720
1742215537.25,3.9777584525672403,-5.6313913851824235,0.0,0.18,-1.09,0.8,131.59,720
1742215537.29,3.9722248626789494,-5.62515581630902,0.0,0.2,0.46,0.8,131.59,720
1742215537.33,3.9666912727906634,-5.618920247435612,0.0,0.21,0.34,0.8,131.59,720
1742215537.38,3.960930749822512,-5.6124289572533,0.0,0.19,-0.4,0.8,131.59,720
1742215537.42,3.955089738273686,-5.605846967886849,0.0,0.2,0.27,0.81,131.59,720
1742215537.46,3.94924872672482,-5.5992649785203525,0.0,0.25,1.21,0.81,131.59,720
1742215537.5,3.943634648255976,-5.592938710462911,0.0,0.18,-1.39,0.8,131.59,720
1742215537.55,3.938101058367701,-5.586703141589493,0.0,0.2,0.39,0.8,131.59,720
1742215537.59,3.93285588589149,-5.580792578123676,0.0,0.19,-0.21,0.8,131.59,720
1742215537.63,3.9275872375798437,-5.574855560729808,0.0,0.2,0.36,0.81,131.59,720
1742215537.67,3.9219496832760097,-5.568502838744799,0.0,0.22,0.34,0.81,131.59,720
1742215537.71,3.9164160933876744,-5.562267269871301,0.0,0.2,-0.36,0.8,131.59,720
1742215537.75,3.9108825034994013,-5.556031700997866,0.0,0.2,0.04,0.8,131.59,720
1742215537.79,3.905637331023192,-5.550121137532038,0.0,0.2,-0.14,0.8,131.59,720
1742215537.84,3.9002837225436644,-5.544088382111124,0.0,0.17,-0.6,0.8,131.59,720
1742215537.89,3.8944427109955932,-5.53750639274546,0.0,0.19,0.43,0.8,131.59,720
1742215537.92,3.888601699446796,-5.530924403378982,0.0,0.23,0.96,0.8,131.59,720
1742215537.97,3.882760687897964,-5.52434241401246,0.0,0.2,-0.52,0.8,131.59,720
1742215538.01,3.877085125097035,-5.517946861856395,0.0,0.21,0.26,0.8,131.59,720
1742215538.05,3.871551535208764,-5.511711292982955,0.0,0.21,-0.09,0.8,131.59,720
1742215538.09,3.8661219097362514,-5.505592877221305,0.0,0.18,-0.72,0.8,131.59,720
1742215538.13,3.8605223639288866,-5.499282985406603,0.0,0.21,0.89,0.8,131.59,720
1742215538.18,3.854683880734745,-5.4926987540734835,0.0,0.2,-0.3,0.8,131.51,720
1742215538.22,3.8489066201414763,-5.486145828891333,0.0,0.2,0.12,0.8,131.26,720
1742215538.26,3.843427807469117,-5.479862092671003,0.0,0.24,1.06,0.8,130.91,720
1742215538.3,3.83798666262878,-5.473545711428111,0.0,0.18,-1.36,0.8,130.57,720
1742215538.34,3.832684669300649,-5.467316384568902,0.0,0.21,1.01,0.81,130.23,720
1742215538.38,3.8273751767233595,-5.461000751807165,0.0,0.2,-0.43,0.81,129.89,720
1742215538.44,3.8217522536911694,-5.454231519517023,0.0,0.17,-0.57,0.81,129.54,720
1742215538.47,3.8162690338184246,-5.4475500603602915,0.0,0.25,2.25,0.81,129.2,720
1742215538.52,3.811019118590314,-5.441073864001329,0.0,0.18,-1.38,0.81,128.86,720
1742215538.56,3.8058080178050036,-5.434566394617291,0.0,0.21,0.62,0.8,128.52,720
1742215538.6,3.800635917747264,-5.428027884835117,0.0,0.22,0.26,0.8,128.17,720
1742215538.64,3.7952927034450767,-5.421189002495339,0.0,0.2,-0.4,0.8,127.83,720
1742215538.69,3.7899161833733728,-5.414222453769283,0.0,0.18,-0.47,0.8,127.49,720
1742215538.73,3.7845814117805374,-5.407223883822959,0.0,0.24,1.57,0.8,127.15,720
1742215538.77,3.779382548546126,-5.40031885538623,0.0,0.21,-0.61,0.8,126.8,720
1742215538.81,3.7744081973728467,-5.393628671563363,0.0,0.21,-0.02,0.8,126.46,720
1742215538.85,3.7694739351290143,-5.386908866113208,0.0,0.19,-0.41,0.8,126.12,720
1742215538.89,3.7646716446698796,-5.380286657062122,0.0,0.18,-0.15,0.8,125.78,720
1742215538.94,3.7599762623658517,-5.373728574196425,0.0,0.2,0.35,0.8,125.43,720
1742215538.99,3.7548959337624432,-5.366543170206211,0.0,0.16,-0.67,0.8,125.09,720
1742215539.03,3.749858656859728,-5.3593275198095585,0.0,0.19,0.69,0.79,124.75,720
1742215539.08,3.7451111512852555,-5.35243969492979,0.0,0.19,-0.09,0.79,124.41,720
1742215539.13,3.7403851981584717,-5.345494242942835,0.0,0.16,-0.53,0.79,124.06,720
1742215539.17,3.7354781505985,-5.338189405266574,0.0,0.2,0.86,0.79,123.72,720
1742215539.21,3.7306148657258715,-5.330855359351187,0.0,0.22,0.38,0.8,123.38,720
1742215539.25,3.7257955173921022,-5.323492367372359,0.0,0.23,0.32,0.8,123.03,720
1742215539.31,3.721205589150308,-5.316388010372596,0.0,0.15,-1.36,0.8,122.69,720
1742215539.33,3.7166396718672945,-5.3092262174241025,0.0,0.33,6.73,0.81,122.35,720
1742215539.38,3.711953160521064,-5.301777970607889,0.0,0.2,-2.93,0.81,122.01,720
1742215539.42,3.7073112653510174,-5.2943018366825045,0.0,0.21,0.25,0.8,121.66,720
1742215539.47,3.7027141522943943,-5.286798082902836,0.0,0.19,-0.27,0.8,121.32,720
1742215539.51,3.698161985687464,-5.279266977510874,0.0,0.23,0.92,0.8,120.98,720
1742215539.55,3.693654928259794,-5.27170878972646,0.0,0.2,-0.76,0.81,120.64,720
1742215539.59,3.6892722997124254,-5.264258946529707,0.0,0.24,1.21,0.81,120.29,720
1742215539.64,3.685088382235635,-5.2570480129059485,0.0,0.16,-1.48,0.8,119.95,720
1742215539.69,3.680947653077303,-5.249812192896029,0.0,0.17,0.08,0.8,119.61,720
1742215539.73,3.676642158413818,-5.2421702546913975,0.0,0.22,1.41,0.8,119.16,720
1742215539.77,3.6724706590333582,-5.234600205227822,0.0,0.23,0.16,0.81,118.52,720
1742215539.82,3.6685406318254197,-5.227247883337309,0.0,0.17,-1.25,0.81,117.7,720
1742215539.86,3.664566287347848,-5.219532724813563,0.0,0.22,1.28,0.81,116.85,720
1742215539.89,3.660807774388266,-5.211995134653821,0.0,0.23,0.22,0.81,116.17,720
1742215539.94,3.657366857010759,-5.204913142488646,0.0,0.18,-1.08,0.81,115.68,720
1742215539.98,3.6538945925459974,-5.197633141069376,0.0,0.2,0.44,0.79,115.31,720
1742215540.02,3.650166726568054,-5.189661787963053,0.0,0.23,0.97,0.79,114.79,720
1742215540.07,3.6465250087467633,-5.181650739264508,0.0,0.18,-1.05,0.81,114.08,720
1742215540.11,3.642995642269902,-5.173589597604503,0.0,0.21,0.77,0.81,113.18,720
1742215540.15,3.63973035374635,-5.165787299774694,0.0,0.19,-0.43,0.81,112.25,720
1742215540.2,3.6366252767959875,-5.158050346195242,0.0,0.19,-0.12,0.8,111.51,720
1742215540.23,3.6336087390402856,-5.150278417425426,0.0,0.23,1.22,0.8,110.95,720
1742215540.27,3.6306562729488294,-5.142481904063065,0.0,0.2,-0.86,0.8,110.56,720
1742215540.32,3.6278384006480846,-5.1349011169188765,0.0,0.17,-0.6,0.8,110.22,720
1742215540.36,3.625139532578253,-5.127504439999432,0.0,0.2,1.01,0.8,109.87,720
1742215540.41,3.622537464183056,-5.120239320223514,0.0,0.16,-0.86,0.81,109.53,720
1742215540.44,3.6199540551664837,-5.1128853786800335,0.0,0.23,1.91,0.81,109.19,720
1742215540.48,3.617211946037635,-5.104930422038822,0.0,0.21,-0.58,0.81,108.85,720
1742215540.52,3.6145424234551093,-5.097032550277406,0.0,0.2,-0.15,0.8,108.5,720
1742215540.58,3.6119201692654634,-5.089118858841467,0.0,0.16,-0.76,0.8,108.16,720
1742215540.61,3.609345277208266,-5.081189630627312,0.0,0.28,3.9,0.8,107.82,720
1742215540.65,3.606817839329999,-5.073245149086653,0.0,0.19,-2.02,0.8,107.48,720
1742215540.7,3.604411775033207,-5.065523776629093,0.0,0.19,0.0,0.78,107.13,720
1742215540.74,3.6022141430508645,-5.058319743335965,0.0,0.17,-0.31,0.78,106.79,720
1742215540.79,3.6000945519020693,-5.051218822973482,0.0,0.16,-0.27,0.78,106.45,720
1742215540.83,3.597760815516482,-5.043224070542609,0.0,0.2,0.87,0.79,106.11,720
1742215540.86,3.595344811646655,-5.034762233003261,0.0,0.25,1.4,0.79,105.76,720
1742215540.9,3.5929794435399676,-5.026286101635645,0.0,0.23,-0.43,0.8,105.42,720
1742215540.94,3.59066479575291,-5.017795979442048,0.0,0.21,-0.41,0.8,105.08,720
1742215541.0,3.5885126689723683,-5.009712088604381,0.0,0.15,-1.13,0.8,104.74,720
1742215541.03,3.5864161798560867,-5.001643169063098,0.0,0.22,1.96,0.81,104.39,720
1742215541.07,3.584460080285917,-4.993927705086426,0.0,0.21,-0.4,0.81,104.05,720
1742215541.11,3.582682432075072,-4.986733561393749,0.0,0.19,-0.53,0.81,103.71,720
1742215541.15,3.5807987661844023,-4.978906519538853,0.0,0.19,0.12,0.81,103.37,720
1742215541.2,3.5787934058261834,-4.97033807810388,0.0,0.2,0.21,0.81,102.95,720
1742215541.24,3.57686403509323,-4.961752228030398,0.0,0.21,0.22,0.82,102.35,720
1742215541.28,3.5750701660484467,-4.9532971290804,0.0,0.2,-0.31,0.82,101.57,720
1742215541.32,3.573465176809132,-4.945116340439304,0.0,0.21,0.28,0.82,100.6,720
1742215541.37,3.572004556682846,-4.936908559883054,0.0,0.19,-0.48,0.81,99.58,720
1742215541.41,3.570691385282817,-4.9286759021294975,0.0,0.18,-0.11,0.81,98.55,720
1742215541.45,3.569546591836879,-4.920576299165557,0.0,0.21,0.84,0.81,97.54,720
1742215541.5,3.568553878443305,-4.912607653302462,0.0,0.18,-0.82,0.81,96.7,720
1742215541.54,3.5676312832495807,-4.904322064461162,0.0,0.19,0.27,0.8,96.04,720
1742215541.58,3.5667910626087123,-4.896027695168613,0.0,0.21,0.55,0.8,95.56,720
1742215541.62,3.5659769368814644,-4.887387241090554,0.0,0.21,0.09,0.8,95.21,720
1742215541.67,3.565203648315753,-4.878621295959795,0.0,0.19,-0.61,0.81,94.87,720
1742215541.7,3.5644827843839795,-4.869850884086142,0.0,0.27,2.78,0.81,94.53,720
1742215541.75,3.5638400848148395,-4.8614172450787,0.0,0.18,-2.0,0.81,94.18,720
1742215541.79,3.5632328883050848,-4.852759787996755,0.0,0.21,0.79,0.81,93.84,720
1742215541.84,3.5626733904036896,-4.844041735903018,0.0,0.17,-0.89,0.81,93.5,720
